id,Name,date,year,week of year,NW,SW,NE,GL,SE
30/05/2016,30/05/2016,30/05/2016,2016,23,1,0,0,1,0
06/06/2016,06/06/2016,06/06/2016,2016,24,0,0,0,0,0
13/06/2016,13/06/2016,13/06/2016,2016,25,0,0,0,1,0
20/06/2016,20/06/2016,20/06/2016,2016,26,0,0,0,0,0
27/06/2016,27/06/2016,27/06/2016,2016,27,0,0,2,0,0
04/07/2016,04/07/2016,04/07/2016,2016,28,0,0,1,0,0
11/07/2016,11/07/2016,11/07/2016,2016,29,0,0,0,1,0
18/07/2016,18/07/2016,18/07/2016,2016,30,0,0,0,0,0
25/07/2016,25/07/2016,25/07/2016,2016,31,0,0,0,0,0
01/08/2016,01/08/2016,01/08/2016,2016,32,0,0,0,0,0
08/08/2016,08/08/2016,08/08/2016,2016,33,0,0,0,0,0
15/08/2016,15/08/2016,15/08/2016,2016,34,0,0,2,0,0
22/08/2016,22/08/2016,22/08/2016,2016,35,0,0,0,0,0
29/08/2016,29/08/2016,29/08/2016,2016,36,0,0,0,0,0
05/09/2016,05/09/2016,05/09/2016,2016,37,0,0,0,0,0
12/09/2016,12/09/2016,12/09/2016,2016,38,0,0,0,0,0
19/09/2016,19/09/2016,19/09/2016,2016,39,0,0,0,0,0
26/09/2016,26/09/2016,26/09/2016,2016,40,1,0,0,0,0
03/10/2016,03/10/2016,03/10/2016,2016,41,0,0,0,0,0
10/10/2016,10/10/2016,10/10/2016,2016,42,0,0,0,0,0
17/10/2016,17/10/2016,17/10/2016,2016,43,0,0,0,0,0
24/10/2016,24/10/2016,24/10/2016,2016,44,1,0,6,0,0
31/10/2016,31/10/2016,31/10/2016,2016,45,0,0,0,0,0
07/11/2016,07/11/2016,07/11/2016,2016,46,0,0,0,0,0
14/11/2016,14/11/2016,14/11/2016,2016,47,0,0,0,0,0
21/11/2016,21/11/2016,21/11/2016,2016,48,0,0,0,0,0
28/11/2016,28/11/2016,28/11/2016,2016,49,0,0,1,0,0
05/12/2016,05/12/2016,05/12/2016,2016,50,0,0,0,0,0
12/12/2016,12/12/2016,12/12/2016,2016,51,0,0,1,0,0
19/12/2016,19/12/2016,19/12/2016,2016,52,0,1,0,0,0
